At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
Y,1505,1,"1923, May",IV,167,1923-05-14,14 May 1923,,,1,Clerical assistant,37 Rue Bergère,Paris,"37 Rue Bergère, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Accounts statement,Handwritten,Original,French,Bibliothèque Nationale de France,"Paired with envelope that is postmarked May 14th, on which Sergei Prokofiev wrote his response dated June 2nd.",,
Y,1504,1,"1923, May",IV,166,1923-06-02,02 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Not stated,37 Rue Bergère,Paris,"37 Rue Bergère, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,"On envelope for account statement sent to Sergei Prokofiev by Argus de la Pressee (Sender not stated), dated May 14th, 1923.",,
Y,1509,1,"1923, May",IV,173,1923-05-25,25 May 1923,,,2,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Count S. Martino,Not stated,Rome,Rome,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,1507,1,"1923, May",IV,168,1923-05-26,26 May 1923,,,3,Ernest Alexandrovich Oeberg,Not stated,Leipzig,Leipzig,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1508,1,"1923, May",IV,171,1923-05-31,31 May 1923,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,"On verso of letter from Ernest Alexandrovich Oeberg to Sergei Prokofiev dated May 26th, 1923.",,
Y,1506,1,"1923, May",IV,167,1923-05-28,28 May 1923,,,1,Clerical assistant,37 Rue Bergère,Paris,"37 Rue Bergère, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Accounts statement,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,11616,,,XLII,103,1923-05-30,30 May 1923,,,2,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Fatma Samoilenko,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Photocopy,Russian,Houghton Library,,,
N,11618,,,XLII,106,1923-05-30,30 May 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Fatma Samoilenko,1 Avenue Émile Deschanel,Paris,"1 Avenue Émile Deschanel, Paris",Not stated,Envelope,Handwritten,Photocopy,French,Houghton Library,Envelope to XLII/ 103.,,
Y,,1,"1923, May",Not applicable,,5/31/1923,31 May 1923,,,1,Ernest Alexandrovich Oeberg,Not stated,Leipzig,Leipzig,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Unknown,,,
Y,1510,1,"1923, June",IV,175,1923-06-01,01 June 1923,,,1,Clerical assistant,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Russischer Musikverlag,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Handwritten,Original,German,Bibliothèque Nationale de France,,,
Y,1511,1,"1923, June",IV,176,1923-06-03,03 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Mr Zingel,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,1512,1,"1923, June",IV,177,1923-06-02,02 June 1923,,,2,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Breitkopf & Hartel,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1513,1,"1923, June",IV,178,1923-06-06,06 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Breitkopf & Hartel,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,1514,1,"1923, June",IV,179,1923-06-03,03 June 1923,,,3,Ernest Alexandrovich Oeberg,Not stated,Berlin,Berlin,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1515,1,"1923, June",IV,180,1923-06-10,10 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Back of IV 179.,,
Y,1517,1,"1923, June",IV,184,1923-06-04,04 June 1923,,,3,Ernest Alexandrovich Oeberg,Not stated,Wiesbaden,Wiesbaden,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1523,1,"1923, June",IV,195,1923-06-06,06 June 1923,,,1,Sergey Sergeevich Prokofiev,Villa Christophorus,Ettal,"Villa Christophorus, Ettal",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,German,Bibliothèque Nationale de France,,,
Y,1518,1,"1923, June",IV,187,1923-06-08,08 June 1923,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Back of IV 184 and 185.,,
Y,1527,1,"1923, June",IV,198,1923-06-08,08 June 1923,,,1,Clerical assistant,13 Rue Bréderode,Brussels,"13 Rue Bréderode, Brussels",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1529,1,"1923, June",IV,200,1923-06-08,08 June 1923,,,1,Clerical assistant,34 Percy Street,London,"34 Percy Street, London",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,1531,1,"1923, June",IV,202,1923-06-08,08 June 1923,,,1,Clerical assistant,Not stated,Leipzig,Leipzig,Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,German,Bibliothèque Nationale de France,,,
N,1533,,,IV,204,1923-06-10,10 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Serge Pavlovich Diaghilev,Not stated,Paris,Paris,Not stated,Letter,Draft,Photocopy,Russian,Bibliothèque Nationale de France,,,
Y,1534,1,"1923, June",IV,205,1923-06-11,11 June 1923,,,1,Clerical assistant,"7,9,11 Rue des Éperonniers",Brussels,"7,9,11 Rue des Éperonniers, Brussels",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,,1,"1923, June",IV,203,1923-06-11,11 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Unknown,Back of IV 202.,,
Y,1530,1,"1923, June",IV,201,1923-06-12,12 June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,34 Percy Street,London,"34 Percy Street, London",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Back of IV 200.,,
Y,1536,1,"1923, June",IV,207,1923-06-12,12 June 1923,,,1,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1528,1,"1923, June",IV,199,1923-06-13,13 June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Back of IV 198.,,
Y,1538,1,"1923, June",IV,209,1923-06-13,13 June 1923,,,1,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1539,1,"1923, June",IV,210,1923-06-16,16 June 1923,,,2,Ernest Alexandrovich Oeberg,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,,1,"1923, June",IV,206,1923-06-16,16 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Societe Belge D'Entreprises Cinematographiques,"7,9,11 Rue des Éperonniers",Brussels,"7,9,11 Rue des Éperonniers, Brussels",Not stated,Letter,Handwritten,Original,French,Unknown,Back of IV 205.,,
Y,1537,1,"1923, June",IV,208,1923-06-17,17 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Back of IV 208.,,
Y,1541,1,"1923, June",IV,213,1923-06-18,18 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Jacques Hébertot,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,1542,1,"1923, June",IV,214,1923-06-19,19 June 1923,,,1,Clerical assistant,34 Percy Street,London,"34 Percy Street, London",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,1547,1,"1923, June",IV,218,1923-06-20,20 June 1923,,,2,Not stated,Not stated,Zurich,Zurich,Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Postcard,Handwritten,Original,German,Bibliothèque Nationale de France,,,
Y,1545,1,"1923, June",IV,216,1923-06-21,21 June 1923,,,1,Clerical assistant,Not stated,Leipzig,Leipzig,Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,German,Bibliothèque Nationale de France,Notepaper heading: 'P.JURGENSON - ROB> FORBERG -LEIPZIG'.,,
Y,1540,1,"1923, June",IV,212,1923-06-23,23 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Back of IV 210.,,
Y,1543,1,"1923, June",IV,214,1923-06-23,23 June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,,1,"1923, June",IV,215,1923-06-16,16 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,F. Laurence,34 Percy Street,London,"34 Percy Street, London",Not stated,Letter,Handwritten,Original,English,Unknown,Back of IV 214.,,
Y,1548,1,"1923, June",IV,220,1923-06-23,23 June 1923,,,2,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Clerical assistant,Not stated,Zurich,Zurich,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,1551,1,"1923, June",IV,224,1923-06-23,23 June 1923,,,1,Mr Zingel,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Document,Typed,Original,German,Bibliothèque Nationale de France,,,
Y,1561,1,"1923, June",IV,234,1923-06-23,23 June 1923,,,2,Not stated,Not stated,Berlin,Berlin,Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1549,1,"1923, June",IV,222,1923-06-25,25 June 1923,,,1,Ernest Ansermet,2 Boulevard du Théâtre,Geneva,"2 Boulevard du Théâtre, Geneva",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1616,1,"1923, July",IV,297,1923-07-25,25 July 1923,,,1,Ernest Alexandrovich Oeberg,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1526,1,"1923, July",IV,197,1923-07-26,26 July 1923,,,1,J. Soffer,Not stated,Constantine,Constantine,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1552,1,"1923, June",IV,225,1923-06-26,26 June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Mr Zingel,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Back of IV 224.,,
Y,1553,1,"1923, June",IV,226,1923-06-26,26 June 1923,,,1,Ernest Alexandrovich Oeberg,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,German,Bibliothèque Nationale de France,,,
Y,1554,1,"1923, June",IV,227,1923-06-26,26 June 1923,,,1,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1555,1,"1923, June",IV,228,xxxx-xx-30,xxxx-xx-30,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,"Dated appears to be ""August 30."" Written on back of IV 227, which is dated June 26, 1923.",,
Y,1556,1,"1923, June",IV,229,1923-06-26,26 June 1923,,,1,Clerical assistant,13 Rue Bréderode,Brussels,"13 Rue Bréderode, Brussels",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1558,1,"1923, June",IV,231,1923-06-27,27 June 1923,,,1,Clerical assistant,Not stated,Zurich,Zurich,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,1560,,,IV,233,1923-06-29,29 June 1923,,,1,Not stated,Not stated,Ettal,Ettal,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,German,Bibliothèque Nationale de France,,,
Y,,1,"1923, June",IV,217,1923-06-29,29 June 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Rob. Forberg,Not stated,Leipzig,Leipzig,Not stated,Letter,Handwritten,Original,French,Unknown,Back of IV 216.,,
Y,1524,1,"1923, June",IV,196,1923-06-13,13 June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,German,Bibliothèque Nationale de France,"Written on letter in SP's hand: 'Fegesack, Osnabrück,",,
N,1525,,,IV,196,1923-06-xx,June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,German,Bibliothèque Nationale de France,,,
N,1535,,,IV,206,1923-06-xx,June 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,"7,9,11 Rue des Éperonniers",Brussels,"7,9,11 Rue des Éperonniers, Brussels",Not stated,Letter,Draft,Photocopy,French,Bibliothèque Nationale de France,,,
Y,1559,1,"1923, June",IV,232,1923-07-02,02 July 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Back of IV 231.,,
Y,1550,1,"1923, June",IV,223,1923-07-04,04 July 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Ernest Ansermet,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Back of IV 222.,,
Y,1562,1,"1923, July",IV,236,1923-07-04,04 July 1923,,,1,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,1519,1,"1923, August",IV,189,,,1923-08-15,[15 August 1923],2,J. Soffer,8 Clifford Street,Constantine,"8 Clifford Street, Constantine",Not stated,Vladimir Nikolaevich Bashkirov,Villa Christophorus,Ettal,"Villa Christophorus, Ettal",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Recipient addressed as : Prof Bashprok und Sohn [Bashkirov, Prokofiev and Son?].",,
N,1563,,,IV,236,1923-07-06,06 July 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Photocopy,English,Bibliothèque Nationale de France,,,
Y,1565,1,"1923, July",IV,238,1923-07-06,06 July 1923,,,2,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Nikolai Titovich Kucheriavy,Not stated,Riga,Riga,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
N,11619,,,XLII,107,1923-07-06,06 July 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Fatma Samoilenko,1 Avenue Émile Deschanel,Paris,"1 Avenue Émile Deschanel, Paris",Not stated,Letter,Handwritten,Photocopy,Russian,Houghton Library,,,
Y,1564,1,"1923, July",IV,237,1923-07-08,08 July 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Norbert Salter,Not stated,Berlin,Berlin,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,1566,1,"1923, July",IV,240,1923-07-09,09 July 1923,,,1,Clerical assistant,45-50 Holborn Viaduct,London,"45-50 Holborn Viaduct, London",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Accounts statement,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,1568,1,"1923, July",IV,242,1923-07-09,09 July 1923,,,2,Anna Nikolaevna Ivanova,2 Rue Belloni,Paris,"2 Rue Belloni, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1516,1,"1923, June",IV,182,1923-07-10,10 July 1923,,,1,Clerical assistant,10 Rue Chaptal,Paris,"10 Rue Chaptal, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Back of IV 181.,,
Y,,1,"1923, July",Not applicable,,1923-07-10,10 July 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Serge Pavlovich Diaghilev,Not stated,Paris,Paris,Not stated,Letter,Handwritten,Original,Russian,Unknown,,,
Y,1557,1,"1923, June",IV,230,1923-07-11,11 July 1923,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Back of IV 229.,,
Y,1569,1,"1923, July",IV,244,1923-07-14,14 July 1923,,,1,Clerical assistant,Augsburgerstrasse 52,Berlin,"Augsburgerstrasse 52, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Letter,Typed,Original,German,Bibliothèque Nationale de France,,,
Y,1570,1,"1923, July",IV,245,1923-07-14,14 July 1923,,,1,Sergey Sergeevich Prokofiev,Not stated,Ettal,Ettal,Not stated,Clerical assistant,19 Hanover Square,London,"19 Hanover Square, London",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
